OBJECTID_1,OBJECTID,Codfavela,Nome,Cod_Comple,Complexo,Flag_Ativa,Data_Cadas,Data_saida,Data_Alter,Porte,UPP,ShapeSTArea,ShapeSTLength,Pop_SABREN,Dom_SABREN,Fonte,Bairro_,RP,RA,AP,Shape_ST_1,Shape_ST_2
226,226,586,Condomínio Vila Darcy Vargas,0,Isolada,1,1995-04-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,17153.6831054688,678.558334626976,305,98,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,678.55833463,17153.6833269
227,227,921,Santa Maria II,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7248.1708984375,717.581578883888,132,36,IPP com base em IBGE - Censo Demográfico 2010,0,4.1,16,4,717.58157889,7248.17078314
228,228,914,Estrada do Rio Pequeno (próxima à rua 1),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4521.67236328125,437.950126453026,248,71,IBGE - Censo Demográfico 2010,0,4.1,16,4,437.95012646,4521.67353202
229,229,967,Solar dos Teixeiras,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,35915.34765625,1079.5880757728,845,264,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,33,5,1079.58807578,35915.3490953
230,230,1038,A.M. Amigos dos Teixeiras,0,Isolada,1,2009-03-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,37928.8530273438,1583.25970906405,747,240,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,33,5,1583.25970907,37928.8536127
231,231,477,Santa Maria,0,Isolada,1,1991-10-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,158193.44140625,5205.33888811238,2627,797,IBGE - Censo Demográfico 2010,0,4.1,16,4,5205.33888815,158193.440383
232,232,720,Parque das Nogueiras,2114,Vila João Lopes,1,2002-04-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,30647.4965820312,1730.18636939411,661,207,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,33,5,1730.1863694,30647.4988603
233,233,506,Vila João Lopes,2114,Vila João Lopes,1,1995-06-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,64068.3276367188,1141.35009206464,2428,722,IBGE - Censo Demográfico 2010,0,5.1,33,5,1141.35009206,64068.3262747
234,234,417,Vila 133,2114,Vila João Lopes,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8934.8544921875,616.942604260486,213,68,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,33,5,616.94260426,8934.85360861
235,235,418,Vila Lélio Boaventura,2114,Vila João Lopes,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,22266.4272460938,1314.53880266199,482,150,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,33,5,1314.53880267,22266.4303003
236,236,515,Vila Jardim Novo Realengo,0,Isolada,1,1991-09-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4830.53955078125,362.513682550785,253,76,IPP com base em IBGE - Censo Demográfico 2010,0,5.1,33,5,362.51368256,4830.53983955
237,237,269,Cosme e Damião,2114,Vila João Lopes,1,1981-08-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,40765.46484375,1202.05130962951,1158,343,IBGE - Censo Demográfico 2010,0,5.1,33,5,1202.05130963,40765.4622333
238,238,419,Morro São Sebastião,2114,Vila João Lopes,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,17253.5419921875,1702.83562019104,514,147,IBGE - Censo Demográfico 2010,0,5.1,33,5,1702.83562019,17253.5448144
239,239,271,Frederico Faulhaber,0,Isolada,1,1981-08-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,47262.66015625,2766.87060484217,1170,365,IBGE - Censo Demográfico 2010,0,5.1,33,5,2766.87060484,47262.6590538
240,240,516,Vila do Almirante,0,Isolada,1,1991-09-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,43096.4916992188,2316.16351504622,1273,366,IBGE - Censo Demográfico 2010,0,5.1,33,5,2316.16351504,43096.4903102
241,241,830,Estrada do Pedregoso (próxima à Estrada do Mendanha),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2700.20703125,369.21315413944,77,27,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,369.21315414,2700.20628528
242,242,791,Caminho dos Nunes,2123,Beco do Genipapo,1,2003-02-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,13479.6958007812,807.689739792658,281,86,IBGE - Censo Demográfico 2010,0,5.2,18,5,807.68973979,13479.6964514
243,243,790,Beco do Genipapo,2123,Beco do Genipapo,1,2003-02-12T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,12724.8872070312,550.322960989185,397,123,IBGE - Censo Demográfico 2010,0,5.2,18,5,550.32296099,12724.8889004
244,244,829,Beco da Esperança,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7841.51318359375,638.849859435136,225,68,IBGE - Censo Demográfico 2010,0,5.2,18,5,638.84985943,7841.51461517
245,245,640,Novo Tinguí,0,Isolada,1,2000-09-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,44888.6904296875,1038.47521505365,806,246,IBGE - Censo Demográfico 2010,0,5.2,18,5,1038.47521506,44888.690296
246,246,831,Rio - São Paulo (altura do nº 3.239),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,49633.7431640625,1247.82266826789,661,170,IBGE - Censo Demográfico 2010,0,5.2,18,5,1247.82266828,49633.7436934
247,247,840,Torre de Babel,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,17486.0112304688,739.916024617339,262,74,IBGE - Censo Demográfico 2010,0,5.2,18,5,739.91602462,17486.010901
248,248,1033,"Estrada do Tingui, nº 2.370",0,Isolada,1,2009-03-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,3009.58642578125,238.929650928275,154,50,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,238.92965093,3009.58704104
249,249,408,Rua Doutor Fernando,0,Isolada,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,11295.3779296875,574.457507093419,353,103,IBGE - Censo Demográfico 2010,0,5.2,18,5,574.45750709,11295.3782739
250,250,410,Beira Rio - Lot. Jardim Bela Vista (RA - Campo Grande),0,Isolada,1,1988-01-02T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,18266.26953125,946.079984436043,446,117,IBGE - Censo Demográfico 2010,0,5.2,18,5,946.07998443,18266.2696916
251,251,486,Vila Vitória (RA - Campo Grande),2133,Vila Vitória (RA-Campo Grande),1,1991-12-03T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,90179.9287109375,2370.30425601668,1764,507,IBGE - Censo Demográfico 2010,0,5.2,18,5,2370.30425604,90179.9225126
252,252,726,29 de Março,2133,Vila Vitória (RA-Campo Grande),1,2003-02-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,78402.8276367188,2365.0117733019,1278,382,IBGE - Censo Demográfico 2010,0,5.3,19,5,2365.0117733,78402.8311494
253,253,839,"Rua Gramado, nº 783 - servidão",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,8634.32373046875,413.68280896795,357,122,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,413.68280897,8634.32428968
254,254,541,Bairro Nova Aguiar,0,Isolada,1,1991-12-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,32987.8642578125,1146.12108407627,678,187,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,1146.12108408,32987.8638824
255,255,904,Estrada de Inhoaíba (próxima Lt 02 - Qd 32),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,10136.28125,412.381873484172,276,76,IBGE - Censo Demográfico 2010,0,5.2,18,5,412.38187348,10136.2811936
256,256,517,Parque Esperança (RA - Campo Grande),0,Isolada,1,1991-12-05T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,61341.5385742188,1612.03397826541,1005,309,IBGE - Censo Demográfico 2010,0,5.2,18,5,1612.03397826,61341.5384873
257,257,800,Nova Cidade,0,Isolada,1,2004-01-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,926940.6484375,5110.8739458554,14191,4105,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,5110.87394585,926940.649674
258,258,728,Parque Proletário Vila Esperança,0,Isolada,1,2003-02-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,29480.783203125,912.384725117266,774,206,IBGE - Censo Demográfico 2010,0,5.2,18,5,912.38472512,29480.78355
259,259,727,Nova Conquista (RA - Campo Grande),2130,Vila do Céu,1,2003-02-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,82951.716796875,1497.53621645373,1413,395,IBGE - Censo Demográfico 2010,0,5.2,18,5,1497.53621645,82951.7170939
260,260,292,Vila do Céu,2130,Vila do Céu,1,1981-11-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,198738.231933594,2476.77841804607,3014,919,IBGE - Censo Demográfico 2010,0,5.2,18,5,2476.77841805,198738.230113
261,261,294,Vila São Jorge (RA - Campo Grande),2132,Vila São Jorge,1,1981-09-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,149521.098632812,2082.35793939171,3568,1147,IBGE - Censo Demográfico 2010,0,5.2,18,5,2082.3579394,149521.09936
262,262,295,Vila União (RA - Campo Grande),2132,Vila São Jorge,1,1981-09-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,70415.0913085938,1229.9250192948,1246,407,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,1229.9250193,70415.0904704
263,263,866,Vila Bom Jardim,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,10440.2192382812,633.117165644313,446,127,IBGE - Censo Demográfico 2010,0,5.2,18,5,633.11716564,10440.217037
264,264,1102,Gouveia,0,Isolada,1,2011-02-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,2591.9033203125,287.212017650858,74,24,IPP com base em IBGE - Censo Demográfico 2010,0,5.3,19,5,287.21201765,2591.90432868
265,265,605,Parque Resplendor,0,Isolada,1,1995-06-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,18317.4477539062,764.389378493937,326,102,IBGE - Censo Demográfico 2010,0,5.2,18,5,764.3893785,18317.4472359
266,266,699,1º de Abril,2136,Nova Jersei,1,2002-05-20T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,114188.727539062,2598.45383149175,1394,404,IBGE - Censo Demográfico 2010,0,5.1,17,5,2598.45383149,114188.729472
267,267,729,Vilar Carioca,0,Isolada,1,2003-02-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,42745.5014648438,1031.4116198658,993,297,IBGE - Censo Demográfico 2010,0,5.2,18,5,1031.41161987,42745.5017638
268,268,1030,travessa Poeraba,0,Isolada,1,2009-03-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,10104.4848632812,479.690159992482,92,24,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,479.69016,10104.4849123
269,269,1029,"Rua Poerada, Lotes 39 e 40",0,Isolada,1,2009-03-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4176.25927734375,327.243712905996,154,56,IBGE - Censo Demográfico 2010,0,5.2,18,5,327.2437129,4176.25993725
270,270,832,Morro Luiz Barata,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6964.89990234375,567.083756417322,157,46,IBGE - Censo Demográfico 2010,0,5.2,18,5,567.08375642,6964.89913341
271,271,834,Caminho do Céu,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7439.38720703125,1047.4956293896,106,33,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,1047.49562939,7439.38738393
272,272,835,Caminho do Céu (Rua João Galdino),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5025.2900390625,718.448274874905,71,22,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,718.44827487,5025.29355606
273,273,836,Caminho do Céu (Trav. Miguel Sacramento),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5067.7314453125,609.315241979664,112,37,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,609.31524197,5067.73168224
274,274,730,Caminho do Morro,0,Isolada,1,2003-02-14T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,20649.8427734375,972.298284284883,125,38,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,972.29828428,20649.8415577
275,275,837,Afonso Viseu,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5301.84130859375,317.859509307533,106,30,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,317.85950931,5301.84151053
276,276,838,Estrada do Mato Alto,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,20272.5966796875,674.17197542604,241,72,IBGE - Censo Demográfico 2010,0,5.2,18,5,674.17197542,20272.598019
277,277,833,Jardim Monteiro,2125,Jardim Monteiro,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,44283.0004882812,1288.41766201718,654,191,IBGE - Censo Demográfico 2010,0,5.2,18,5,1288.41766201,44282.9991466
278,278,1031,Rua do Sol,2125,Jardim Monteiro,1,2009-03-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5302.30126953125,355.215859780389,72,22,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,355.21585978,5302.30283053
279,279,732,Beco sem Nome,0,Isolada,1,2003-02-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,16037.2153320312,547.254848127196,211,69,IBGE - Censo Demográfico 2010,0,5.2,18,5,547.25484813,16037.2151355
280,280,293,Vila Jurari,0,Isolada,1,1981-10-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5763.65771484375,403.122366667036,216,69,IBGE - Censo Demográfico 2010,0,5.4,26,5,403.12236667,5763.65721691
281,281,585,A.M. Morada do Magarça,0,Isolada,1,1995-05-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,25662.7680664062,935.84313094029,391,117,IBGE - Censo Demográfico 2010,0,5.4,26,5,935.84313094,25662.7704902
282,282,708,Ziza,0,Isolada,1,2002-06-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,12827.3291015625,755.147364598016,193,52,IBGE - Censo Demográfico 2010,0,5.4,26,5,755.14736458,12827.3318869
283,283,707,Santa Clara,2143,Estrada do Magarça,1,2002-05-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,70277.4946289062,1705.72905465833,760,220,IBGE - Censo Demográfico 2010,0,5.4,26,5,1705.72905466,70277.4971535
284,284,891,Avenida Silvério (Rua Palhano),2143,Estrada do Magarça,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,13838.1552734375,548.422269800141,216,70,IBGE - Censo Demográfico 2010,0,5.4,26,5,548.4222698,13838.1552109
285,285,892,Avenida Silvério,2143,Estrada do Magarça,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,21007.76953125,852.687174625837,396,114,IBGE - Censo Demográfico 2010,0,5.4,26,5,852.68717463,21007.7696353
286,286,893,"Estrada do Magarça, nº 2.823",2143,Estrada do Magarça,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,135211.720703125,2305.03177458379,2070,664,IBGE - Censo Demográfico 2010,0,5.4,26,5,2305.03177458,135211.721294
287,287,705,Rua Vale Verde,2141,Bairro de São Pedro,1,2002-05-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,8378.78564453125,424.556976187325,294,86,IBGE - Censo Demográfico 2010,0,5.4,26,5,424.55697619,8378.78527795
288,288,704,Travessa Magarça,2141,Bairro de São Pedro,1,2002-05-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7882.53076171875,424.697012470372,257,70,IBGE - Censo Demográfico 2010,0,5.4,26,5,424.69701247,7882.53151624
289,289,706,Bairro de São Pedro,2141,Bairro de São Pedro,1,2002-05-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,47578.7543945312,1162.31140150323,992,318,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,1162.3114015,47578.7549508
290,290,1032,Travessa Dois Irmãos,0,Isolada,1,2009-03-23T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,7234.3642578125,519.39911756812,128,42,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,519.39911757,7234.36540429
291,291,1026,A. M. Mário Larrubia,0,Isolada,1,2009-03-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,27092.5415039062,1487.18370270421,519,168,IBGE - Censo Demográfico 2010,0,5.4,26,5,1487.1837027,27092.5424602
292,292,894,Estrada da Cachamorra,2144,Largo do Corrêa 1,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,80764.0229492188,1726.77937758272,784,238,IBGE - Censo Demográfico 2010,0,5.4,26,5,1726.77937758,80764.0234377
293,293,584,A. M. Pro-Melhoramento Olavo Gama e Adjacências,2144,Largo do Corrêa 1,1,1995-06-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,110722.250488281,2679.937408277,1351,391,IBGE - Censo Demográfico 2010,0,5.4,26,5,2679.93740826,110722.2462
294,294,735,Largo do Corrêa 1,2144,Largo do Corrêa 1,1,2003-02-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,126815.559082031,1869.93756078278,1591,495,IBGE - Censo Demográfico 2010,0,5.4,26,5,1869.93756079,126815.559374
295,295,634,Areal,2140,Areal,1,2004-01-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,191779.259765625,2050.73818087679,2526,779,IBGE - Censo Demográfico 2010,0,5.4,26,5,2050.73818088,191779.262068
296,296,716,Caminho da União,0,Isolada,1,2002-03-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5048.62939453125,312.263488823366,95,29,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,312.26348883,5048.6281998
297,297,733,Novo Jardim Maravilha,0,Isolada,1,2003-02-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,124519.846191406,1659.43464180561,1650,451,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,1659.43464181,124519.84745
298,298,700,"Av. das Américas, Km 37",0,Isolada,1,2002-05-10T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,68358.8930664062,5981.1169401091,1180,368,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,5981.1169401,68358.8948457
299,299,734,Largo do Corrêa,2140,Areal,1,2003-02-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,66355.3266601562,2372.98948579274,870,265,IBGE - Censo Demográfico 2010,0,5.4,26,5,2372.98948579,66355.32825
300,300,899,Granja Avícola Pastoril,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,12314.1538085938,836.372057066865,131,41,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,836.37205707,12314.1506679
301,301,896,"Estrada do Mato Alto, nº 5.078",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,9281.1123046875,440.854834820323,118,37,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,440.85483481,9281.11201555
302,302,897,Travessa dos Vieiras,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4207.22314453125,314.961802504572,69,22,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,314.9618025,4207.22364616
303,303,736,Beco do Rato,0,Isolada,1,2003-02-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,102413.98046875,3265.77164447627,902,270,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,3265.77164448,102413.979331
304,304,898,Bairro ABC,0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,4879.896484375,413.643122781964,165,47,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,413.64312279,4879.89726774
305,305,582,A.M. da Matriz,0,Isolada,1,1995-05-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,102747.479003906,3039.80059158669,971,299,IBGE - Censo Demográfico 2010,0,5.4,26,5,3039.80059158,102747.484536
306,306,288,Rio Piraquê,0,Isolada,1,1981-10-04T00:00:00.000Z,,2016-11-07T00:00:00.000Z,> 500 domicílios,N,433916.173828125,6659.29221697133,5950,1838,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,6659.29221698,433916.172243
307,307,612,Gaspar de Lemos,0,Isolada,1,1995-05-17T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,17359.1977539062,832.374598785425,468,132,IBGE - Censo Demográfico 2010,0,5.4,26,5,832.37459877,17359.1984547
308,308,883,Avenida Gaspar Lemos (próxima ao nº 11),0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1367.1435546875,155.86051875716,144,45,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,155.86051876,1367.14398475
309,309,755,Comunidade Bandeirantes,0,Isolada,1,2003-02-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,18444.8325195312,575.09580599578,260,73,IBGE - Censo Demográfico 2010,0,4.2,24,4,575.095806,18444.8324554
310,310,376,Vila dos Crentes,0,Isolada,1,1981-10-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,18169.701171875,1528.09714741142,614,204,IBGE - Censo Demográfico 2010,0,4.2,24,4,1528.09714742,18169.6999511
311,311,387,"Estrada dos Bandeirantes, nº 29.192",0,Isolada,1,1990-11-08T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,14222.962890625,845.099928545629,120,37,IBGE - Censo Demográfico 2010,0,4.2,24,4,845.09992855,14222.9645776
312,312,648,Grota Funda,0,Isolada,1,2002-03-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,13661.2036132812,580.632398916832,130,46,IBGE - Censo Demográfico 2010,0,4.2,24,4,580.63239892,13661.2025964
313,313,388,A.M. do Rio Bonito,0,Isolada,1,1995-05-16T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,24700.9047851562,1688.44903118876,632,196,IBGE - Censo Demográfico 2010,0,4.2,24,4,1688.44903118,24700.9061921
314,314,1044,Vila Taboinha,0,Isolada,1,2009-03-24T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,45369.7817382812,965.353698389441,476,158,IBGE - Censo Demográfico 2010,0,4.2,24,4,965.35369839,45369.7807701
315,315,973,"Estrada do Pontal, nº 3.561",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,1544.7568359375,169.330157756154,43,12,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,169.33015775,1544.75753787
316,316,455,Caeté,0,Isolada,1,1988-08-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,5209.6943359375,500.736967783225,124,47,IPP com base em IBGE - Censo Demográfico 2010,0,4.2,24,4,500.73696778,5209.69272041
317,317,364,Cachorro Sentado,0,Isolada,1,1981-10-01T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,16996.3041992188,1551.50951261922,467,140,IBGE - Censo Demográfico 2010,0,4.2,24,4,1551.50951262,16996.3036281
318,318,796,Caminho do Abreu,2142,Caminho do Abreu,1,2003-01-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,entre 101 e 500 domicílios,N,51027.2202148438,3009.9246055853,504,143,IBGE - Censo Demográfico 2010,0,5.4,26,5,3009.92460556,51027.2219639
319,319,581,A.M. da Ilha de Guaratiba,2142,Caminho do Abreu,1,1995-05-18T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,24825.6215820312,1342.55394725509,320,80,IBGE - Censo Demográfico 2010,0,5.4,26,5,1342.55394724,24825.61992
320,320,758,Rua Samaúna,0,Isolada,1,2003-01-07T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,26951.3837890625,1563.21565046774,127,43,IPP com base em IBGE - Censo Demográfico 2010,0,5.4,26,5,1563.21565048,26951.3841002
321,321,851,"Estrada Guandu do Sena, nº 1.057",0,Isolada,1,2009-01-15T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,6516.2685546875,557.01487890128,46,12,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,557.01487891,6516.26866023
322,322,717,Estrada do Gandu,0,Isolada,1,2002-04-26T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,11428.4770507812,774.866748362274,26,8,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,774.86674836,11428.4779256
323,323,607,Jardim Nossa Senhora das Graças II,2126,Jardim Nossa Senhora das Graças,1,1995-06-13T00:00:00.000Z,,2016-11-07T00:00:00.000Z,< 100 domicílios,N,34024.1870117188,1206.23946721895,312,89,IPP com base em IBGE - Censo Demográfico 2010,0,5.2,18,5,1206.23946722,34024.1894622
